is_negative,is_netral,is_positive,to_drop,full_text,,,,,,,,,,,,,
,,1,,@0xKareem_ deepseek bagus cuma rada lola tk pake wkwkwk,,,,,,,,,,,,,
,,1,,Game AI memiliki pemain baru! Perkenalkan DeepSeek - AI baru dari Tiongkok baru saja memberikan diskon $220 miliar pada saham teknologi AS! Asisten AI gratis mereka menduduki peringkat #1 di App Stor Regist : https://t.co/km48dTUKUy #DeepSeek #Teknologi #VSTARTrader https://t.co/Nvima5b08e,,,,,,,,,,,,,
,1,,,6 Perbedaan DeepSeek dan Chat GPT Lebih Bagus Mana? https://t.co/BDrAQKDq7S,,,,,,,,,,,,,
,,,1,@jonnypengacara Kemarin amerika ingin mencaplok canada.mexiko.newzealand.teluk mexiko jadi teluk amerika ..skrng ingin mencaplok gaza...indonesia gunung emas dikeruk sampai habis...indonesia jd miskin..,,,,,,,,,,,,,
1,,,,setelah rame DeepSeek yang murah dan dianggap mengalahkan ChatGPT sekarang yang sering muncul di DeepSeek The server is busy. Please try again later. Rupanya tetep ada harga ada rupa dan berkat competition o3 mini juga makin murah https://t.co/XxKoYcCXzh,,,,,,,,,,,,,
1,,,,Australia Resmi Blokir Deepseek PNS Dilarang Download! https://t.co/VDdB3oUwqJ,,,,,,,,,,,,,
1,,,,Australia Larang DeepSeek: Manuver Geopolitik atau Ancaman Keamanan? https://t.co/35Ozf4YIa0,,,,,,,,,,,,,
1,,,,Deepseek lelet bgt. Cewa ah,,,,,,,,,,,,,
,1,,,Setelah DeepSeek Ke Mana Arah Inovasi AI China Berikutnya? https://t.co/XR77QOOnR7,,,,,,,,,,,,,
1,,,,Kontroversi DeepSeek Memanas Senator AS Ajukan UU untuk Putus Hubungan AI dengan Tiongkok https://t.co/Pp0mf84RTC,,,,,,,,,,,,,
1,,,,woi baru je nak guna deepseek dah kena block kt tempat kerija,,,,,,,,,,,,,
,,,1,@SpokespersonMoD Ban #DeepSeek in India like Tik Tok. Sending data to china.,,,,,,,,,,,,,
,,1,,Aplikasi DeepSeek Senjata Baru dari China untuk Kuasai Industri AI https://t.co/cwCWRUC52g lewat @nawacit4,,,,,,,,,,,,,
,,,1,Aplikasi DeepSeek Senjata Baru dari China untuk Kuasai Industri AI https://t.co/9kFrY3v2Kr lewat @nawacit4,,,,,,,,,,,,,
1,,,,@0xKareem_ @0xkotaromiyabi Pake QWEN aja lebih powerfull dibandind deepseek,,,,,,,,,,,,,
,,1,,@Nengmetty84 gugling aja neng kl krg lgkp pake deepseek Ai ga enak mo nerangin di sini,,,,,,,,,,,,,
,,1,,@ProfOnline_id Sudah dikirim api neraka saja masih sj sombong !!! Trump gk sadar cukup satu pentol korek api utk membakar Amerika. Cukup satu DeepSeek untuk merontokkan ekonomi Amerika. https://t.co/hHa2x0QDIg,,,,,,,,,,,,,
,,1,,@txtdaritax @DitjenPajakRI Anggaran buat bikin AI Deepseek 100 milyar sudah bikin gempar dunia ini anggaran hampir 1 trilyun Coreshit Coretax,,,,,,,,,,,,,
,,,1,@CryptoArch1tect @iDEGEN_AI @iDEGEN_Updates @idegen_deepseek udahh https://t.co/ICY7IbncTB,,,,,,,,,,,,,
,1,,,@hakimsrg Deepseek itu apaan om?,,,,,,,,,,,,,
1,,,,Dan paling best Allah turunkan idea strategy simpanan jangka panjang unit amanah yang simple dan best Tak perlu complicated sebab Less is More Terus check fact buat online reading minta pendapat dari ChatGPT (tak try lagi DeepSeek),,,,,,,,,,,,,
,,1,,Sejak peluncurannya DeepSeek bertujuan untuk menghadirkan solusi berbasis AI yang tidak hanya efisien tetapi juga inovatif. https://t.co/pVxOauYLRj,,,,,,,,,,,,,
,,,1,Xiaoyi AI (Celia) DeepSeek R-1 chat UI #HarmonyOSNext #OpenHarmony #DeepSeekR1 #DeepSeek #Huawei #Xiaoyi #AI #Celia https://t.co/TwBckHorVG,,,,,,,,,,,,,
,,,1,@CryptoArch1tect @iDEGEN_AI @iDEGEN_Updates @idegen_deepseek Bismillahirrahmanirrahim,,,,,,,,,,,,,
,1,,,Kalian install DeepSeek enggak di hp kalian?,,,,,,,,,,,,,
1,,,,Taiwan Larang Badan Pemerintah Menggunakan DeepSeek https://t.co/54ilBCQopD,,,,,,,,,,,,,
,,,1,@cemburuya ini kata deepseek https://t.co/Ci0fXIWZZF,,,,,,,,,,,,,
,,,1,@elonmusk Honor @elonmusk can you pleasehelp me only 3500€ ? Wewe ni mtu tajiri Sana nisaidie hii tu ili nami niweze kuwasaidia wengine nakujinua Kiuchumi . Nitakushukuru Sana Bwana. Tenda Tofauti Kaka saidia Masikini. Halafuusijifanye hujui Kiswahili uuliza Deepseek atakusaidia Asante,,,,,,,,,,,,,
,,1,,Geger! Saham Nvidia Ambles 17% Setelah DeepSeek AI Muncul Baca: https://t.co/MTsM9UZN8D #cilacapdotinfo,,,,,,,,,,,,,
1,,,,antara kelemahan deepseek ni kalau ko tnya soalan bnyk kali and a little bit complex dia boleh jd hung terus haha,,,,,,,,,,,,,
,,1,,Kehadiran DeepSeek yang memicu kegemparan di dunia teknologi semakin mendorong perusahaan-perusahaan teknologi besar terutama di Barat untuk gencar membangun infrastruktur kecerdasan buatan (AI). Baca Selengkapnya https://t.co/TeS4Isi4Wx,,,,,,,,,,,,,
1,,,,@HisAckles Nyoba deepseek bahasanya kaku banget biar gw suruh pake bahasa santai tetep aneh wkwkwk,,,,,,,,,,,,,
,,1,,Trump dan DeepSeek Jadi Sorotan di Paris AI Summit https://t.co/DA4yu7jZ7m,,,,,,,,,,,,,
,,,1,@_MsKimutai Nyash,,,,,,,,,,,,,
,,1,,Sisi baiknya DeepSeek yaitu OpenAI banyak dropping new features new model dan less price.,,,,,,,,,,,,,
,,1,,@ProfOnline_id Jadi baper gara² briks deepseek rudal hipersonik. Kasihan US,,,,,,,,,,,,,
,,,1,Saya baru saja menerima 0.0003 sBTC dari faucet testnet OKX! Gabung untuk mengeklaim lebih banyak token testnet! https://t.co/bOkjFHPQkz,,,,,,,,,,,,,
1,,,,Korea Selatan Larang #DeepSeek AI China karena Risiko #KeamananData Perusahaan Lokal Ikut Ambil Langkah Pencegahan #KebocoranData Selengkapnya https://t.co/wY555wavJX -K.Gaeul https://t.co/d1catsut0v,,,,,,,,,,,,,
,,1,,@cmharuwin Aduh lahir di salah negara nehanggaran 1.3T tpi kek gini. Sementara deepseek aja cuma 97M wak,,,,,,,,,,,,,
1,,,,Korea Selatan Terbitkan Larangan Sementara DeepSeek karena Kekhawatiran Keamanan https://t.co/bimvMDjHMG,,,,,,,,,,,,,
,,1,,DeepSeek sedang membuat gelombang di dunia AI! dengan kemampuan yang setara ChatGPT namun dengan biaya pengembangan yang jauh lebih rendah perusahaan ini dari china.,,,,,,,,,,,,,
,1,,,Investigasi semua stakeholder yg terlibat dana lebih dari deepseek tapi kayak anak magang pegang php,,,,,,,,,,,,,
,,1,,Wiiih Pak Bos sampe turun tangan gini. Si DeepSeek emang bikin gerah yak jd semua serba dikebut launchingnya. Kasian nih para engineer pasti pada begadang teruuus,,,,,,,,,,,,,
,,,1,DeepSeek OpenAI y la PI por @inigoirizar https://t.co/JgzrzgEweG,,,,,,,,,,,,,
,,1,,Saham Nvidia dlm 2 tahun naik ratusan persen. Saham-saham teknologi dianggap investasi masa depan yg menjanjikan. Lalu muncul DeepSeek pengembang AI asal China nilai saham teknologi AS merosot drastis timbul ketidakpastian bagi tech company AS Simak: https://t.co/hX26JvwacA,,,,,,,,,,,,,
1,,,,Kementerian Luar Pertahanan dan Perdagangan Korea Selatan sekat akses DeepSeek #BHdunia Langkah diambil kerana kebimbangan mengenai pengumpulan data pengguna disalahguna https://t.co/UuBMJSI1yZ,,,,,,,,,,,,,
,,1,,@AravSrinivas Amerikajin tiba2 jadi pada bego dah kalo ngmgin China DeepSeek buatan China kalo lu make interface dia ya makes sense kalo servernya ada di China???,,,,,,,,,,,,,
,,1,,Kehadiran DeepSeek Kecerdasan Buatan (AI) dari China mendapat tanggapan positif dari para tokoh penting teknologi seperti CEO Apple Tim Cook dan CEO Meta Mark Zuckerberg. https://t.co/J8CekRbCzv,,,,,,,,,,,,,
,1,,,DeepSeek AI Tiongkok yang Dimonitor Ketat https://t.co/HnJ7GbQpAw,,,,,,,,,,,,,
,,,1,Shu kunlarda ChatGPT va DeepSeek ni solishtirish bilan band bo'lib qoldim,,,,,,,,,,,,,
1,,,,@AliZain435h @tukin_dosenASN Buka deepseek -&gt; kontroversi pembentukan Brin dari segi hukum perundangan Kusut banget itu,,,,,,,,,,,,,
1,,,,mau pindah ke deepseek tp gue udah cinta bgt sama chatgpt soft spoken yang udah gue latih ini,,,,,,,,,,,,,
1,,,,Kementerian Luar Perdagangan dan Pertahanan Korea Selatan halang akses ke Deepseek https://t.co/99z9VEZapS #BernamaNews https://t.co/fpHrc4Z2QJ,,,,,,,,,,,,,
,,,1,$PEPE LONG 10X Target 1: 10% ROI Target 2: 20% ROI Target 3: 40% ROI Target 4: 60% ROI Target 5: 90% ROI Target 6: 120% ROI StopLoss: 0.0098 Bitcoin #btc #xrp #Trump #sol @solana #x #ElonMusk #crypto #nft #eth #ltc #FOMC #ElonMusk #DEEPSEEK #GRAMMYs https://t.co/B7XEUC9WYx,,,,,,,,,,,,,
,,,1,DeepSeek: Kawar Da Shinge Ta Hanyar Kirkiro Sabbin Fasahohi https://t.co/FGBE0bV2Xq,,,,,,,,,,,,,
,,,1,@DeepseekT 6rr6tFka6SiQAEqJzHaqenG6z9ZX1BBGYjLNSUWv3Pnb #DeepSeek #SOL #Raydium #Airdrop #Crypto,,,,,,,,,,,,,
,,1,,Ini Alasan Kenapa Harga Model AI DeepSeek Jauh Lebih Murah Dibanding GPT dan Llama https://t.co/wmO4F0bOE0,,,,,,,,,,,,,
,,1,,Sekarang ChatGPT ada pilihan search dan reason juga ngikutin DeepSeek https://t.co/IsoWx4nUYL,,,,,,,,,,,,,
1,,,,DeepSeek pun gak punya solusi https://t.co/mTHfec6J9N,,,,,,,,,,,,,
,,1,,Sejauh ini deepseek masih lebih oke dibanding chat gpt,,,,,,,,,,,,,
,,,1,Informasi ini dikumpulkan dan disusun oleh editor https://t.co/JMiEpINS2t DeepSeek-R1 V3 Coder telah diluncurkan di platform internet superkomputer nasional. Versi 1.5B 7B 8B dan 14B telah tersedia sementara 32B dan 70B akan diperbarui segera.,,,,,,,,,,,,,
,,1,,Compare antara Deepseek Claude Sonnet dengan Monica Aku boleh summarize yg Deepseek bagus untuk technical AI. 2 jam lebih aku buat research pasal Allergen and Pathogen kat SEA. Deepseek boleh bagi lagi tepat reference points berbanding AI lain.,,,,,,,,,,,,,
,,,1,@budimandjatmiko @deepseek_ai Terus langkah anda apa pak sbagai org pemeruntahan,,,,,,,,,,,,,
,1,,,karena kebutuhannya masih terbatas belum terlalu merasakan beda yg signifikan antara pakai chatgpt sama deepseek.,,,,,,,,,,,,,
,,,1,@MwangoCapital ... kazi Deepseek ingefanya in minutes umeweka watu ka fefti!,,,,,,,,,,,,,
,,,1,E onalarini emsine semester tugadi arang ohirgi topshiriqlarni topshirdim Xitoylikga rahmat ChatGPT qotib qolganda DeepSeek yaxshi yordam berdi. Bu semester yaxshi bomadi endi keyingisida yaxshi o'qiyman o'zimga va'da beraman.,,,,,,,,,,,,,
,,1,,Jadi galau berkelanjutan sama deepseek. Tadi dia bantuin nemuin kesalahan ketika Grok bolak-balik ngehalu waktu disuruh cek code. Eh giliran sekarang diseriusin lanjut minta bantuin yang beratan dikit langsung penyakitnya kambuh The server is busy. Please try again later .,,,,,,,,,,,,,
1,,,,kayak nya deepseek ga sebagus chatgpt #DeepSeek https://t.co/msPAZEAGEI,,,,,,,,,,,,,
1,,,,Pusing banget gw perkara recaptcha ini. Nanya chatgpt malah muter-muter ujung-ujungnya error juga. Nanya ke deepseek malah servernya yg error,,,,,,,,,,,,,
,,1,,Gpp banget di banned. Kawan-kawan di aussie tetap bisa pake model @deepseek_ai R1 di GPT wrapper @perplexity_ai Bebas tanya soal Taiwan Xinjiang Tibet dan Tiananmen. Cuma ya datanya disedot Amerika. Gpp kali ya kalo temen sendiri yg nyedot?,,,,,,,,,,,,,
,,1,,Deepseek adalah AI yg paling steril dari wokeisme,,,,,,,,,,,,,
,,1,,Terungkap! Nilai Investasi Hardware DeepSeek Rp 8 Triliun Ciawi YoonA Bahlil Diskon Setiap Hari https://t.co/7K4MyjGLjl,,,,,,,,,,,,,
,,1,,Bukti ChatGPT Mulai Ditinggalkan Digantikan DeepSeek https://t.co/WpDC9GLmXv,,,,,,,,,,,,,
,,1,,Banyak Dikecam CEO Apple Tim Cook Justru Puji Platform AI Buatan China DeepSeek https://t.co/hZnXzJBgw4,,,,,,,,,,,,,
,,,1,America - Open AI China - Deepseek AI India - AI + AI = Extra AI =Deepfeku Ek Feku sab par bhari!,,,,,,,,,,,,,
,,,1,@CryptoArch1tect @iDEGEN_AI @iDEGEN_Updates @idegen_deepseek Bigwin buat aku ya beb,,,,,,,,,,,,,
,1,,,@azizal_17 deepseek itu cuma alat bukan tujuan. tapi keluarga harmonis sudah pasti jadi tujuan,,,,,,,,,,,,,
,,,1,@_MbakSri_ Amerika .. emas Indonesia habis sama dia dikeruk ....rempah2 Indonesia habis di ambil eropa ...belanda.pribumi banyak yg mati.... palestina gaza arab belm pernah jajah Indonesia....kenapa sih suka ngusik negara orang...,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 7MAeriPP7KTFLvcRguYR6Xy6GRd73BkeacQ73pjRb9qM,,,,,,,,,,,,,
,,,1,@GoodNewsJurnal Indonesia kenapa ga kaya2 ..iya sumber daya alam nya di ambil .dikeruk.dirampok ...siapalagi ? Bukan arab atau palestina...tapi eropa dan amerika..,,,,,,,,,,,,,
,1,,,Aku guna deepseek sebab aku nak tanya pasal diri aku. Deepseek kata orang macam aku 'Introverted Gemini' seorang yang diam diam berbisa. Aku pun tak tahu lah betul atau tak. Deepseek yang kata bukan aku yang kata.,,,,,,,,,,,,,
,,,1,@HomeAlono @davidputra2112 Iya dia orang indo buka group juga di tele,,,,,,,,,,,,,
1,,,,DeepSeek Aplikasi AI China yang Menjadi Primadona Diblokir di Italia dan Negara Lain Atas Isu Privasi Global https://t.co/5lQzGpait3,,,,,,,,,,,,,
,1,,,Ini semenjak deepseek naik kok skrg reels ku isinya konten2 negara cina yak,,,,,,,,,,,,,
,1,,,@VIVAcoid Ada chat gpt dan deepseek orang seperti ini juga tak diperlukan,,,,,,,,,,,,,
,1,,,Persaingan AI Makin Seru Alibaba Kenalkan Qwen 2.5-Max sebagai Penantang DeepSeek Baca: https://t.co/vmJqnXC0cF #cilacapdotinfo,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 6MpXAsyJQnPZKF6pHpG7e9GvoUCpjbnsAmYpdomDqoFQ,,,,,,,,,,,,,
,,1,,Kecerdasan buatan seperti DeepSeek yang notabene bisa jadi representasi kemajuan teknologi memang membawa dampak yang signifikan bagi manusia. AI telah membawa kemudahan dan efisiensi dalam banyak aspek kehidupan mulai dari transportasi perdagangan kesehatan hingga hiburan.,,,,,,,,,,,,,
,,1,,Lebih terjangkau bukan berarti murahan. DeepSeek disebut-sebut lebih canggih. Meski relatif jauh lebih murah kualitas AI DeepSeek diklaim sudah setara dengan kecerdasan buatan dari Google dan Metta.,,,,,,,,,,,,,
,,1,,Apple Pertimbangkan DeepSeek untuk Bawa Apple Intelligence ke China https://t.co/uUqW7yGd4U,,,,,,,,,,,,,
,,1,,Seperti umumnya produk-produk asal Negeri Tirai Bambu pemerhati teknologi Rivan Kurniawan bilang DeepSeek lebih murah dan efisien dibanding Open AI lain. Biaya langganan untuk aplikasi ini berkisar USD 0-5 sementara biaya langganan AI lainnya bisa sekitar USD 20 per bulan.,,,,,,,,,,,,,
,,1,,Salah satu keunggulan DeepSeek yang menonjol adalah kemampuannya untuk mengintegrasikan teknologi AI dengan kebutuhan lokal di berbagai negara Asia Afrika dan Amerika Latin. Menjadikannya lebih relevan dan mudah diadopsi oleh pasar. Tak hanya itu biaya pengembangan yang,,,,,,,,,,,,,
,,1,,Kehadiran DeepSeek cukup mengejutkan pelaku pasar di Wall Street. Sebab membuat sejumlah saham perusahaan teknologi seperti Microsoft Apple Amazon Nvidio mendadak rontok.,,,,,,,,,,,,,
,,1,,Meski baru seumur jagung kecerdasan buatan generatif yang diprakarsai Liang Wenfeng itu tercatat mampu menyalip popularitas para pemain lama seperti Meta AI dan ChatGPT. Menjadi sang number one dari segi jumlah downloader. Tak cuma itu DeepSeek juga menjadi salah satu aplikasi,,,,,,,,,,,,,
,,1,,Kehadiran DeepSeek mengusik ketenangan para pemain kecerdasan buatan dari dunia barat yang selama ini sudah terlalu lama mendominasi.,,,,,,,,,,,,,
,,,1,@deepseek_ai ada yg masih melek ?? mau bagi2 foto buat bahan bacol mu komen + like aja aku kiriimmm,,,,,,,,,,,,,
1,,,,Just in #technology: Model AI Qwen terbaru dari Alibaba mengalahkan V3 DeepSeek dalam peringkat chatbot.. Selengkapnya: https://t.co/nILY5ulocZ. #Pomodo #Alibaba #AI #Chatbot,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 4FRM1WLSfdwHq8LBojbzCFaC4F6rVZLKmx4GXg51BhYA,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 8cGFYH2iT1mz43qS2v3n1T48nN9Kcj76gTL6XPKzxNAB,,,,,,,,,,,,,
,,,1,@budimandjatmiko @deepseek_ai permisi pak izin bertanya untuk masuk di zhejiang university apakah ada interviewnya ya?,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai APX8nG2cLM4UFotQMXYcco9Y5gh4549Gs4TdGzheCvTN,,,,,,,,,,,,,
,1,,,@ItsGRT_ Indonesian sendiri bilang bukan Malaysian donggg Kau search deepseek ke deepfake? ‍️ https://t.co/CK6gHmXHPX,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 5xKsPwamu4ko3iUzu2pPz5yWFfBnsMwLCaWgGJjRZMBt,,,,,,,,,,,,,
1,,,,Qwen 2.5 Max Lagi power and menarik dari DeepSeek Mungkin menjadi direct competitor ChatGPT Nak try? https://t.co/WwqHd5Auu4 https://t.co/6Zek7Rb1QS,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 46wvVDz4Pgg8vKmF7pbxDKPMd5KdEDN2YDAapz3BzDeK,,,,,,,,,,,,,
1,,,,Hadeh DeepSeek. Baru juga satu pertanyaan udah gini aja. https://t.co/xg27uFV2NW,,,,,,,,,,,,,
,,,1,Ei Kweku Deepseek,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 4VatbRHazi2EQkSMniAieKG6FYESJP3M93zUANanyJ3R,,,,,,,,,,,,,
1,,,,Qwen 2.5 Max Model terbaru dari Alibaba yang menggugat kedudukan DeepSeek Seterusnya menggoyahkan lagi kedudukan OpenAI di mata dunia AI Berminat nak cuba? Percuma je AI ni Saya ada share dalam TikTok https://t.co/0DN29DvN0r,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai BPXAunY2dt6Lm3dbCeEMyDBVQ3a7XYDQhZrXQnx9iEjG,,,,,,,,,,,,,
,,,1,Uji validitas &amp; reliabilitas bikin stres? Data ga nyambung? Joki SPSS sulap jadi valid &amp; siap sidang! Wa dibio aja Kak! #zonauang #zonaba #zonaBU #jokitugaskuliah #jokitugas #skripsi #LoveScout #ROSÉ #GRAMMYs jennie deepseek abidzar jisoo,,,,,,,,,,,,,
1,,,,Seorang senator AS mengusulkan draf RUU yang berpotensi melarang DeepSeek. Individu dan perusahaan yang melanggar terancam denda hingga Rp 1 6 triliun. https://t.co/ysYFACT7zE,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 6pUxYw6EtgnbrgW94kk5rNpykFCs4kqtXH6uH3AF88Zq,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai HnyUnHJgc5WhqKTPy2Sx8YUV4Q1TJaUjJ8XRBuA1hPX2,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai HR6Y7RMohDaixuNQ5pwKJgL64u4Qty9CfYknnzy51vnN,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai q1MUqL4rwnQHb6d3PwYCmrWUQWFqP86aitRZ4j4VQpt,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai FuGAsAwMzmBRL8uHXw8MyHVLqaLbKfLHaBWNoc6ZHXy9,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 3GKVitrUSeKvhZ8YcZXkHXGzHYA6UySteH32ahk248gh,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai FLhU1KSPKaZwb4ubngFqbwCJXu1iGcqhEKQcjekq7KPj,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 4X4SiffbmUcWn9pt88AEz5bRshjo3NNrm4WMdcaDST3d,,,,,,,,,,,,,
1,,,,Pakar keselamatan di AS memberi amaran bahawa DeepSeek mungkin menimbulkan ancaman yang lebih besar kepada perniagaan dan kerajaan berbanding aplikasi milik China yang lain seperti TikTok. https://t.co/x9eJitpsmE,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai w2Z8WWnSJPaJ1BP85niWRtuK3A1jGbVeHWau6md4Jip,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 92D5yWiL4YYgiS5HGM4EEKhe2TijWbd1HYq3fgVSDj6g,,,,,,,,,,,,,
,,1,,Mengenal Chip Nvidia H800 Inovasi di Balik Kecanggihan DeepSeek https://t.co/2HBRHC0Prk,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai D948MQ8nHdENWbc51N2KYihTG533DeEUu7HHRizmX2SH,,,,,,,,,,,,,
,,1,,Jelajahi AI tingkat lanjut dengan DeepSeek sekarang tersedia di AI Marketplace! -Penalaran tingkat lanjut -Pemecahan masalah matematis -Pembuatan kode Didukung oleh Solidus @AITECHio menghasilkan 300+ token/detik. Jelajahi sekarang: https://t.co/aPW7588rYN #AITECH $AITECH,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai GogVSDwFh4G3VS6f8Mwjo5o2e7FYX9KegEaY9iDoLq4j,,,,,,,,,,,,,
,,,1,Galti se bhi pair na rakhu iss sheher mein https://t.co/4Ri2Iiu1SY,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 9QCiGk8QDPK5HmqNQJB2iysftEinncaxJv75CWgXwAiD,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 8QL9vfvVCGEYBrut1rQFBro6jG8e4SnitrdqbzKsQoCU,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai Fanwk7vsS5n7UQ6PR8oFH6iAQt24udfqcWqiisqtADK3,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai EMCvFaxchnGJ6UC354VB6pdv7Ju2BiEV863JTGha6B7L,,,,,,,,,,,,,
1,,,,@detikcom Lihat tuh deepseek!,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai F2thzXtb1SDwYk6LoPpWrda5p3moBpxKLarQepdV6mBy,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 3yQxBPabmBAxDcYScUE6fBiA1Tur2V6SxTnYqCvqLJRH,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai FZwzz8yeWWUyuaCNB3oJTJkJfSFmjDDU2JtCo8q8EuU4,,,,,,,,,,,,,
,,1,,Menteri Digital YB Gobind Singh Deo berkata perkembangan AI DeepSeek China tingkatkan permintaan pusat dan yakin bahawa kemajuan teknologi AI tidak akan menjadi ancaman kepada usaha Malaysia untuk menjadi hab pusat data di rantau ini. #KementerianKomunikasi #MalaysiaMADANI https://t.co/ASAo10VEC7,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 71fQnv4MqA1eFnFLqWAPDyDVPTAvq8BDh6qxRB3Q5sU2,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai AZkb7pKFaQ3gGiYY2zG3BXTPN9CDhjStAkdtrtMAAzyX,,,,,,,,,,,,,
1,,,,Kalau lg gabut nunggu sesuatu suka banget iseng curhat ke AI terus ngebandingin respon-responnya. Ada Meta ChatGPt chatbot AI Gemini Grok DeepSeek. Tp paling nyaman ke Meta curhat bonus siraman rohani https://t.co/3xGdWcu8k1,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai CLxfHdb6CT9ErFd9xS6Yfm59zVqTaMAk55mxdQTakUCX,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai AwAorTYrqDzKhpeRZx4LdMuRsaHQJu6kcAR7rC47DqsT,,,,,,,,,,,,,
,,,1,Iya kepake banget AInya di samsung kudu nangis Ketika pakai ipad aku mati kutu akhirnya aku download gemini dan deepseek di ipadku LIHAT INI HAL BARU LAGI YANG KUPELAJARI DARI SAMSUNG S23KU KAPAN HARI AKU GAMBAR JELEK GINI AJA DIA BISA MENILAI AKU GAMBAR APA https://t.co/dEH5496WUs,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 8YAggCGcGkmDfNwp16o9Lh1CfDofpi4XsEqF8kZohZU5,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai Gk prnh win asu 9fVGEBPdUdhxsgZUrdiQcbGfC4V4MW28Cdmn5LoMCaYL,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 7P3Q6gtRfaMiPeDKiRAwZJ1ubuS7Yq4iMB78jXZz26Fj,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 4DTRiGdZEAzCpkDNPtqiA6RsngKYqutB1D3NGVsw2mYN,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai AFaboXz4wDUtxDgiDZ7J2seg9tXZ3AQsNJLYjLofVNAH,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 6uEX22u6zKSa9PTMmwbXDtEMyQs12AJr5MSFdG6MVQCa,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai C679C4RbHASviWXgf917XNUCumQM942fvkQ8RHr3x7uB,,,,,,,,,,,,,
,,,1,@Samuelpat001 @deepseek_ai @DeepSeekR1 Gm Samuel,,,,,,,,,,,,,
,,,1,@bellarfrm @deepseek_ai @DeepSeekR1 Gm Bella !,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai GDzGRkBURw3wKkwnZ3e3Pr6vn25ZUnFzZnP61EPmKMhd,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai Ano8cupe6XjZWJERmeNhRTAZTbhZcmz5h2hGp7RkCj9H,,,,,,,,,,,,,
1,,,,@alacapselek Tak faham lah. Apa benda ni? DeepSeek pun jammed,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai CWGHkiy3ixPuYfaV3Nt31KsiZHYHSXvCdHNEXTGzQeXm,,,,,,,,,,,,,
,,,1,@babulenok54 @deepseek_ai @DeepSeekR1 Gm Babu!,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai EF7zGUsj7ptp2kmQ33viDALUpJnEPS8hSuDj1Y5kDQr8,,,,,,,,,,,,,
,,,,Mohon disegerakan pak @KPK_RI Korupsi di dirjen pajak dan kemungkinan kebocoran data pribadi Deepseek china cukup 97 milyard rupiah dibuat Dengan koneksi super cepat Mengapa Di dirjen pajak 1.8T Dengan hasil lelet Juga kemungkinan bocor data pribadi https://t.co/9ll7mYCCjb,,,,,,,,,,,,,
1,,,,Deepseek server busy terus jadinya deep sek.,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai q7tSNQft1vtQXpA72csDpWutr7iqL7hrSABv2KkWVMj,,,,,,,,,,,,,
